vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
Lecture_360P-7f7e,Lecture,360,103,3.679,3.637,3.335,3.348,0.52,0.514,0.508,0.59,640,360,yuv420p,25,NaN,NaN,NaN
Lecture_480P-02f2,Lecture,480,109,3.261,3.179,3.087,3.243,0.532,0.702,0.642,0.538,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-10de,Lecture,480,118,3.744,3.75,3.706,3.475,0.475,0.474,0.469,0.469,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-11df,Lecture,480,124,3.514,3.462,3.383,3.461,0.496,0.442,0.463,0.449,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-181a,Lecture,480,134,1.785,1.58,2.031,1.927,0.698,0.697,0.911,0.698,640,480,yuv420p,29.231,NaN,NaN,NaN
Lecture_480P-1ec3,Lecture,480,119,3.186,3.083,3.026,3.063,0.663,0.699,0.69,0.668,720,480,yuv420p,15,NaN,NaN,NaN
Lecture_480P-2513,Lecture,480,112,1.879,1.903,2.017,1.792,0.613,0.559,0.482,0.575,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-2655,Lecture,480,121,3.261,3.002,2.914,2.7,0.547,0.583,0.605,0.593,640,480,yuv422p,30,NaN,NaN,NaN
Lecture_480P-2ed0,Lecture,480,139,1.453,1.456,1.272,1.279,0.767,0.827,0.605,0.557,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-369f,Lecture,480,138,4.193,4.05,3.866,3.758,0.505,0.438,0.566,0.49,856,480,yuv420p,24,NaN,NaN,NaN
Lecture_480P-3bdc,Lecture,480,114,3.168,2.904,3.013,2.991,0.552,0.624,0.626,0.556,640,480,yuv420p,15,NaN,NaN,NaN
Lecture_480P-41b7,Lecture,480,113,3.328,3.082,3.258,3.161,0.568,0.495,0.531,0.534,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-4272,Lecture,480,119,3.457,3.363,3.284,3.144,0.511,0.5,0.542,0.621,640,480,yuv420p,10,NaN,NaN,NaN
Lecture_480P-42c3,Lecture,480,127,3.451,3.312,3.22,3.438,0.544,0.525,0.64,0.562,638,480,yuv420p,30,NaN,NaN,NaN
Lecture_480P-4bc3,Lecture,480,130,3.93,3.981,4.004,3.933,0.483,0.46,0.414,0.446,854,480,yuv420p,30,NaN,NaN,NaN
Lecture_480P-4c86,Lecture,480,116,3.666,3.692,3.236,3.038,0.437,0.458,0.519,0.583,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
Lecture_480P-5aee,Lecture,480,124,2.606,2.646,2.708,2.66,0.611,0.551,0.579,0.608,352,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-5cd7,Lecture,480,116,4.024,4,3.785,3.79,0.399,0.495,0.451,0.537,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-5f3a,Lecture,480,120,2.324,2.33,2.285,2.435,0.565,0.575,0.614,0.6,352,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-6191,Lecture,480,125,3.502,3.288,3.315,3.323,0.526,0.529,0.519,0.522,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-6b1e,Lecture,480,104,3.368,3.142,3.125,3.292,0.576,0.633,0.623,0.629,640,480,yuv420p,10,NaN,NaN,NaN
Lecture_480P-71c0,Lecture,480,125,3.249,3.196,3.269,3.317,0.649,0.518,0.548,0.498,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-71d6,Lecture,480,128,3.275,3.077,3.323,2.99,0.486,0.661,0.554,0.619,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-7205,Lecture,480,126,3.417,3.322,3.311,3.344,0.473,0.433,0.501,0.483,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-73f6,Lecture,480,117,3.256,3.058,3.025,2.982,0.584,0.607,0.615,0.577,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-74cf,Lecture,480,118,3.428,3.132,3.207,3.304,0.463,0.481,0.441,0.464,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_480P-74ea,Lecture,480,126,3.258,3.449,3.508,3.424,0.657,0.54,0.505,0.462,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-7d77,Lecture,480,134,3.598,3.399,3.408,3.484,0.486,0.516,0.481,0.46,640,480,yuv420p,25,NaN,NaN,NaN
Lecture_480P-7e55,Lecture,480,122,3.538,3.499,3.496,3.483,0.565,0.568,0.637,0.525,642,480,yuv420p,30,NaN,NaN,NaN
Lecture_480P-7eec,Lecture,480,121,3.015,2.972,2.957,2.868,0.612,0.664,0.618,0.594,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-003a,Lecture,720,117,3.812,3.869,3.853,3.878,0.459,0.503,0.493,0.474,1280,720,yuv420p,24,NaN,NaN,NaN
Lecture_720P-07e0,Lecture,720,130,4.082,4.044,3.826,3.906,0.359,0.404,0.439,0.518,1280,720,yuv420p,30,NaN,NaN,NaN
Lecture_720P-094d,Lecture,720,108,3.616,3.548,3.502,3.398,0.492,0.486,0.494,0.448,1280,720,yuv420p,19.933,NaN,NaN,NaN
Lecture_720P-0f64,Lecture,720,132,3.58,3.452,3.44,3.5,0.572,0.596,0.602,0.547,1280,720,yuv420p,24,NaN,NaN,NaN
Lecture_720P-1033,Lecture,720,124,3.541,3.465,3.608,3.646,0.491,0.497,0.469,0.482,1280,720,yuv420p,25,NaN,NaN,NaN
Lecture_720P-10bc,Lecture,720,120,3.116,3.157,3.113,2.986,0.637,0.521,0.596,0.651,1280,720,yuv420p,23.351,NaN,NaN,NaN
Lecture_720P-11e7,Lecture,720,117,2.569,2.434,2.413,2.451,0.546,0.568,0.512,0.545,1280,720,yuv420p,25,NaN,NaN,NaN
Lecture_720P-1e62,Lecture,720,127,3.958,3.752,3.655,3.904,0.511,0.46,0.487,0.482,1280,720,yuv420p,30,NaN,NaN,NaN
Lecture_720P-1f22,Lecture,720,132,4.233,4.179,4.113,4.025,0.591,0.605,0.638,0.704,1280,720,yuv420p,30,NaN,NaN,NaN
Lecture_720P-2442,Lecture,720,126,3.39,3.545,3.396,3.55,0.463,0.582,0.54,0.546,1280,720,yuv420p,24,NaN,NaN,NaN
Lecture_720P-26df,Lecture,720,124,3.581,3.49,3.434,3.353,0.448,0.501,0.483,0.456,1280,720,yuv420p,15,NaN,NaN,NaN
Lecture_720P-2b0f,Lecture,720,117,3.852,4.172,4.065,NaN,0.57,0.659,0.669,NaN,1152,720,yuv420p,7.96,NaN,NaN,NaN
Lecture_720P-2f38,Lecture,720,129,3.552,3.448,3.446,3.512,0.547,0.499,0.5,0.468,1280,720,yuv420p,30,NaN,NaN,NaN
Lecture_720P-2f8c,Lecture,720,122,3.839,3.807,3.79,3.822,0.44,0.516,0.502,0.468,1280,720,yuv420p,30,NaN,NaN,NaN
Lecture_720P-3b7f,Lecture,720,124,4.106,4.014,3.976,3.985,0.361,0.566,0.487,0.486,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-3f9f,Lecture,720,120,3.479,3.385,3.581,3.664,0.508,0.561,0.518,0.479,956,720,yuv420p,30,NaN,NaN,NaN
Lecture_720P-4c87,Lecture,720,129,3.743,3.78,3.864,3.749,0.479,0.491,0.478,0.508,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-50b9,Lecture,720,112,3.579,3.457,3.441,3.427,0.468,0.471,0.589,0.515,1280,720,yuv420p,16.983016983017,NaN,NaN,NaN
Lecture_720P-5120,Lecture,720,144,4.295,4.256,4.132,4.133,0.457,0.489,0.588,0.378,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-53a1,Lecture,720,117,3.586,3.558,3.631,3.53,0.474,0.524,0.566,0.51,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-5725,Lecture,720,130,4.262,4.309,4.176,4.327,0.468,0.447,0.592,0.503,1280,720,yuv420p,25,NaN,NaN,NaN
Lecture_720P-5c7e,Lecture,720,122,3.846,3.781,3.794,3.719,0.528,0.437,0.453,0.451,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
Lecture_720P-6016,Lecture,720,115,3.043,2.975,3.039,3.074,0.623,0.587,0.633,0.572,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-6951,Lecture,720,106,4.163,3.838,3.888,3.802,0.552,0.482,0.525,0.507,1280,720,yuv420p,29.97,NaN,NaN,NaN
Lecture_720P-7189,Lecture,720,137,3.869,4.025,3.947,3.931,0.465,0.367,0.476,0.489,1280,720,yuv420p,25,NaN,NaN,NaN
Lecture_720P-7dcf,Lecture,720,103,3.772,3.714,3.73,3.767,0.426,0.507,0.471,0.515,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
Lecture_720P-7e40,Lecture,720,115,4.246,4.198,4.197,4.406,0.56,0.627,0.693,0.432,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-14af,LiveMusic,1080,139,4.45,4.418,4.477,4.516,0.423,0.476,0.442,0.389,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-157b,LiveMusic,1080,122,4.36,4.414,4.181,4.183,0.43,0.5,0.637,0.62,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-1ace,LiveMusic,1080,118,4.162,4.259,4.315,4.224,0.562,0.588,0.489,0.484,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-21dd,LiveMusic,1080,117,3.819,3.902,3.693,3.815,0.488,0.538,0.487,0.549,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-28fe,LiveMusic,1080,112,3.693,3.625,3.714,3.815,0.469,0.417,0.475,0.492,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-2930,LiveMusic,1080,129,3.776,3.767,3.914,4.028,0.479,0.446,0.527,0.533,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-2b7a,LiveMusic,1080,120,3.954,3.965,4.014,4.077,0.488,0.508,0.512,0.629,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-2f7f,LiveMusic,1080,126,3.326,3.426,3.076,3.134,0.737,0.725,0.799,0.77,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-3549,LiveMusic,1080,134,3.906,3.882,3.909,3.964,0.537,0.475,0.453,0.512,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-3e1a,LiveMusic,1080,125,3.248,3.337,3.356,3.163,0.516,0.491,0.502,0.601,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-3f95,LiveMusic,1080,104,4.05,4.274,4.281,4.142,0.45,0.457,0.477,0.57,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-48d5,LiveMusic,1080,128,4.403,4.331,4.135,4.272,0.46,0.466,0.623,0.557,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-514e,LiveMusic,1080,118,3.71,3.682,3.643,3.702,0.676,0.782,0.846,0.832,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-51f6,LiveMusic,1080,126,3.819,3.84,3.856,3.876,0.496,0.502,0.475,0.442,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-541f,LiveMusic,1080,133,4.174,4.114,3.996,4.105,0.561,0.506,0.477,0.574,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-59b3,LiveMusic,1080,124,3.443,3.894,3.475,3.345,0.519,0.661,0.552,0.497,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-6b1c,LiveMusic,1080,144,4.255,4.394,4.212,4.19,0.584,0.463,0.554,0.588,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-6bbe,LiveMusic,1080,128,4.329,4.296,4.357,4.426,0.446,0.595,0.52,0.479,1920,1080,yuv420p,24,NaN,NaN,NaN
LiveMusic_1080P-6d1a,LiveMusic,1080,122,3.78,3.641,3.592,3.632,0.495,0.484,0.476,0.489,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-6fe2,LiveMusic,1080,124,3.281,3.079,3.141,3.027,0.562,0.621,0.644,0.6,1920,1080,yuv420p,25,NaN,NaN,NaN
LiveMusic_1080P-77e8,LiveMusic,1080,112,3.346,2.427,2.016,2.88,0.708,0.935,0.932,0.727,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-7948,LiveMusic,1080,126,3.838,3.752,3.685,3.868,0.509,0.579,0.534,0.479,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_1080P-7ead,LiveMusic,1080,109,3.559,3.413,3.353,3.353,0.431,0.579,0.592,0.508,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-121f,LiveMusic,360,121,3.43,3.43,3.504,3.58,0.509,0.436,0.465,0.42,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-1d94,LiveMusic,360,122,3.028,3.123,2.999,2.944,0.622,0.612,0.578,0.602,640,360,yuv420p,25,NaN,NaN,NaN
LiveMusic_360P-22c5,LiveMusic,360,130,3.231,3.275,3.278,3.231,0.5,0.497,0.531,0.544,640,360,yuv420p,30,NaN,NaN,NaN
LiveMusic_360P-2508,LiveMusic,360,126,3.004,3.015,2.91,3.015,0.623,0.625,0.598,0.582,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-265c,LiveMusic,360,114,2.339,1.835,1.861,1.911,0.588,0.594,0.628,0.641,480,360,yuv420p,30,NaN,NaN,NaN
LiveMusic_360P-2b0f,LiveMusic,360,127,3.401,3.358,3.366,3.122,0.444,0.466,0.507,0.598,640,360,yuv420p,25,NaN,NaN,NaN
LiveMusic_360P-3979,LiveMusic,360,132,1.838,1.633,1.68,2.146,0.718,0.727,0.744,0.867,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-3b96,LiveMusic,360,132,2.358,2.038,1.994,2.038,0.977,0.812,0.762,0.842,640,360,yuv420p,25,NaN,NaN,NaN
LiveMusic_360P-3be0,LiveMusic,360,123,1.72,1.787,1.719,1.668,0.579,0.632,0.719,0.755,480,360,yuv420p,25,NaN,NaN,NaN
LiveMusic_360P-405c,LiveMusic,360,111,3.453,3.328,3.21,2.99,0.421,0.448,0.491,0.59,480,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-48d5,LiveMusic,360,138,3.325,3.275,3.588,3.498,0.457,0.556,0.48,0.482,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-5281,LiveMusic,360,124,3.596,3.559,3.575,3.576,0.454,0.489,0.472,0.455,640,360,yuv420p,30,NaN,NaN,NaN
LiveMusic_360P-54d0,LiveMusic,360,115,3.559,3.604,3.612,3.658,0.461,0.447,0.493,0.444,640,360,yuv420p,30,NaN,NaN,NaN
LiveMusic_360P-5b57,LiveMusic,360,118,2.773,2.769,2.891,2.781,0.583,0.504,0.618,0.579,640,360,yuv420p,25,NaN,NaN,NaN
LiveMusic_360P-6266,LiveMusic,360,121,3.383,3.32,3.323,3.519,0.506,0.546,0.489,0.497,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-6640,LiveMusic,360,128,3.11,2.909,3.116,2.828,0.525,0.645,0.565,0.655,640,360,yuv420p,24,NaN,NaN,NaN
LiveMusic_360P-6a65,LiveMusic,360,113,2.427,2.471,2.269,2.027,0.586,0.596,0.531,0.581,480,360,yuv420p,25,NaN,NaN,NaN
LiveMusic_360P-6f93,LiveMusic,360,109,2.562,2.462,2.618,2.6,0.557,0.457,0.595,0.62,482,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-7483,LiveMusic,360,140,3.063,2.997,2.949,3.043,0.601,0.616,0.575,0.603,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_360P-7e1c,LiveMusic,360,126,2.88,2.646,2.833,2.819,0.617,0.56,0.609,0.626,640,360,yuv420p,23.976023976024,NaN,NaN,NaN
LiveMusic_480P-0638,LiveMusic,480,135,2.909,2.899,2.822,2.781,0.639,0.692,0.621,0.617,852,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-1a91,LiveMusic,480,120,3.173,2.971,3.195,3.124,0.603,0.639,0.517,0.51,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-2019,LiveMusic,480,125,3.631,3.57,3.456,3.397,0.554,0.529,0.471,0.487,640,480,yuv420p,30,NaN,NaN,NaN
LiveMusic_480P-2a5e,LiveMusic,480,121,3.089,3.043,2.967,2.99,0.608,0.522,0.544,0.598,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-331a,LiveMusic,480,116,2.441,2.196,2.11,2.07,0.592,0.525,0.625,0.512,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-34be,LiveMusic,480,121,3.689,3.706,3.738,3.757,0.497,0.456,0.465,0.504,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-38f3,LiveMusic,480,121,2.973,2.918,2.912,2.981,0.601,0.619,0.643,0.617,640,480,yuv422p,30,NaN,NaN,NaN
LiveMusic_480P-3d03,LiveMusic,480,119,2.729,2.775,2.828,2.071,0.757,0.692,0.562,0.822,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-427e,LiveMusic,480,126,2.454,1.97,2.191,1.981,0.738,0.646,0.589,0.621,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-459c,LiveMusic,480,107,2.755,2.704,2.704,2.781,0.652,0.51,0.612,0.635,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-474a,LiveMusic,480,134,1.491,1.208,1.346,1.394,0.733,0.329,0.415,0.448,640,480,yuv420p,25,NaN,NaN,NaN
LiveMusic_480P-4c3a,LiveMusic,480,130,2.907,2.598,2.69,2.799,0.6,0.492,0.465,0.533,640,480,yuv420p,25,NaN,NaN,NaN
LiveMusic_480P-4f88,LiveMusic,480,133,3.267,3.228,3.126,3.024,0.653,0.554,0.609,0.632,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-559d,LiveMusic,480,124,3.695,4.11,3.968,3.63,0.484,0.647,0.684,0.488,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-58fb,LiveMusic,480,121,3.502,3.417,3.343,3.438,0.456,0.502,0.587,0.492,640,480,yuv422p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-61ef,LiveMusic,480,132,3.153,3.159,2.97,2.83,0.602,0.497,0.564,0.534,640,480,yuv420p,25,NaN,NaN,NaN
LiveMusic_480P-636e,LiveMusic,480,131,2.178,1.837,1.909,2.231,0.855,0.633,0.623,0.582,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-6542,LiveMusic,480,119,3.249,3.21,3.228,3.079,0.47,0.501,0.445,0.56,640,480,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_480P-65ca,LiveMusic,480,122,3.691,3.612,3.556,3.589,0.436,0.531,0.554,0.453,640,480,yuv420p,30,NaN,NaN,NaN
LiveMusic_720P-0cd5,LiveMusic,720,109,4.042,4.248,4.078,4.076,0.449,0.506,0.601,0.581,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
LiveMusic_720P-0d9f,LiveMusic,720,108,3.319,3.108,3.314,3.251,0.476,0.707,0.558,0.66,1280,720,yuv420p,25,NaN,NaN,NaN
LiveMusic_720P-2620,LiveMusic,720,121,3.721,3.608,3.58,3.552,0.65,0.48,0.496,0.47,1280,720,yuv420p,30,NaN,NaN,NaN
LiveMusic_720P-267b,LiveMusic,720,116,3.525,3.436,3.518,3.068,0.508,0.463,0.496,0.608,1280,720,yuv420p,25,NaN,NaN,NaN
LiveMusic_720P-289b,LiveMusic,720,151,2.436,2.101,2.05,2.233,1.002,0.8,0.818,0.966,1280,720,yuv420p,59.9400630914826,NaN,NaN,NaN
LiveMusic_720P-3320,LiveMusic,720,113,3.45,3.142,3.116,2.783,0.572,0.548,0.639,0.561,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_720P-364b,LiveMusic,720,114,4.08,4.09,4.136,4.062,0.418,0.317,0.461,0.464,1280,720,yuv420p,50,NaN,NaN,NaN
LiveMusic_720P-4ae2,LiveMusic,720,110,3.285,3.237,3.166,3.311,0.405,0.468,0.519,0.445,1280,720,yuv420p,25,NaN,NaN,NaN
LiveMusic_720P-58db,LiveMusic,720,124,4.382,4.315,4.218,4.127,0.421,0.455,0.479,0.525,1280,720,yuv420p,25,NaN,NaN,NaN
LiveMusic_720P-6343,LiveMusic,720,115,3.304,3.259,3.203,3.223,0.554,0.569,0.556,0.545,1280,720,yuv422p,30,NaN,NaN,NaN
LiveMusic_720P-6452,LiveMusic,720,123,3.098,2.911,2.957,2.972,0.631,0.65,0.583,0.573,1280,720,yuv422p,30,NaN,NaN,NaN
LiveMusic_720P-653e,LiveMusic,720,117,3.112,3.083,3.286,3.355,0.613,0.686,0.581,0.478,1280,720,yuv420p,25,NaN,NaN,NaN
LiveMusic_720P-65f6,LiveMusic,720,116,4.019,3.796,3.909,3.794,0.39,0.475,0.44,0.464,1280,720,yuv420p,25,NaN,NaN,NaN
LiveMusic_720P-66df,LiveMusic,720,117,4.592,4.579,4.656,4.553,0.412,0.41,0.39,0.402,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LiveMusic_720P-71c5,LiveMusic,720,125,3.605,3.351,3.577,3.661,0.518,0.558,0.477,0.506,1280,720,yuv420p,25,NaN,NaN,NaN
LyricVideo_1080P-0075,LyricVideo,1080,109,2.814,2.742,2.493,2.141,1.145,1.18,1.199,1.031,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-0625,LyricVideo,1080,135,4.3,4.43,4.377,4.401,0.607,0.485,0.481,0.496,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-11f0,LyricVideo,1080,123,2.698,2.546,2.741,2.923,0.711,0.602,0.557,0.69,1920,1080,yuv420p,28.064,NaN,NaN,NaN
LyricVideo_1080P-12af,LyricVideo,1080,139,4.244,4.42,4.052,4.054,0.644,0.493,0.54,0.614,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-16b6,LyricVideo,1080,152,4.381,4.438,4.386,4.367,0.491,0.475,0.502,0.458,1920,1080,yuv420p,30,NaN,NaN,NaN
LyricVideo_1080P-1b04,LyricVideo,1080,134,3.803,3.75,3.71,3.837,0.546,0.483,0.458,0.426,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-1d75,LyricVideo,1080,140,4.299,4.28,4.263,4.279,0.63,0.582,0.607,0.51,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-23db,LyricVideo,1080,141,2.308,1.734,2.102,2.668,0.935,0.671,0.807,0.78,1920,1080,yuv420p,28.064,NaN,NaN,NaN
LyricVideo_1080P-28e8,LyricVideo,1080,120,3.268,3.144,2.333,2.477,0.676,0.869,1.083,1.093,1440,1080,yuv420p,60.0489977728285,NaN,NaN,NaN
LyricVideo_1080P-2946,LyricVideo,1080,136,4.177,3.95,4.174,3.941,0.609,0.49,0.498,0.508,1920,1080,yuv420p,25,NaN,NaN,NaN
LyricVideo_1080P-3803,LyricVideo,1080,113,3.95,3.913,4.11,3.984,0.577,0.535,0.656,0.471,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-3b60,LyricVideo,1080,119,3.955,3.792,3.841,3.829,0.479,0.567,0.54,0.536,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-41ee,LyricVideo,1080,136,4.071,3.878,3.768,4.121,0.603,0.607,0.607,0.62,1920,1080,yuv420p,50,NaN,NaN,NaN
LyricVideo_1080P-4b40,LyricVideo,1080,121,3.636,3.484,3.241,3.151,0.506,0.776,0.667,0.659,1920,1080,yuv420p,25,NaN,NaN,NaN
LyricVideo_1080P-5461,LyricVideo,1080,121,4.031,3.808,3.865,3.809,0.635,0.522,0.423,0.477,1920,1080,yuv420p,30,NaN,NaN,NaN
LyricVideo_1080P-584f,LyricVideo,1080,123,3.188,1.91,3.075,4.234,0.68,0.824,0.674,0.646,1920,1080,yuv420p,25,NaN,NaN,NaN
LyricVideo_1080P-5a1f,LyricVideo,1080,122,4.014,4.076,3.958,3.805,0.506,0.627,0.554,0.524,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-63d4,LyricVideo,1080,140,4.221,4.194,4.161,4.063,0.618,0.638,0.673,0.675,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-63d9,LyricVideo,1080,114,3.512,3.546,3.668,3.317,0.632,0.523,0.518,0.659,1440,1080,yuv420p,25,NaN,NaN,NaN
LyricVideo_1080P-725e,LyricVideo,1080,149,4.399,4.442,4.367,4.262,0.491,0.483,0.575,0.613,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_1080P-756a,LyricVideo,1080,127,4.228,4.318,4.335,4.191,0.481,0.562,0.531,0.609,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_360P-0ac7,LyricVideo,360,111,2.964,2.988,2.854,2.86,0.625,0.604,0.612,0.58,480,360,yuv420p,25,NaN,NaN,NaN
LyricVideo_360P-11eb,LyricVideo,360,115,3.339,3.409,3.278,3.345,0.517,0.5,0.586,0.523,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_360P-17ce,LyricVideo,360,125,2.83,2.523,2.395,2.621,0.705,0.595,0.505,0.558,480,360,yuv420p,25,NaN,NaN,NaN
LyricVideo_360P-3afc,LyricVideo,360,120,2.685,2.676,2.971,2.873,0.56,0.692,0.65,0.61,480,360,yuv420p,25,NaN,NaN,NaN
LyricVideo_360P-5868,LyricVideo,360,116,3.107,2.643,2.98,3.334,0.699,0.863,0.707,0.649,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_360P-597b,LyricVideo,360,111,3.05,3.485,3.452,3.345,0.617,0.489,0.459,0.481,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_360P-5b54,LyricVideo,360,126,3.069,3.203,3.004,2.904,0.667,0.644,0.637,0.654,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_360P-5e87,LyricVideo,360,132,2.999,2.968,3.024,3.009,0.637,0.598,0.548,0.614,640,360,yuv420p,6,NaN,NaN,NaN
LyricVideo_360P-64fb,LyricVideo,360,130,3.092,2.95,3.152,3.068,0.624,0.622,0.601,0.728,480,360,yuv420p,30,NaN,NaN,NaN
LyricVideo_360P-7fb1,LyricVideo,360,114,3.568,3.473,3.563,3.567,0.563,0.556,0.533,0.518,640,360,yuv420p,24,NaN,NaN,NaN
LyricVideo_480P-0722,LyricVideo,480,114,2.619,2.678,2.654,2.533,0.612,0.665,0.706,0.645,640,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_480P-0a5b,LyricVideo,480,109,3.247,3.043,3.19,3.053,0.544,0.614,0.522,0.599,640,480,yuv420p,25,NaN,NaN,NaN
